amount,txn_hour,payment_mode,receiver_type,is_new_receiver,avg_amount_7d,avg_amount_30d,max_amount_7d,txn_count_1h,txn_count_24h,days_since_last_txn,night_txn_ratio,location_mismatch,is_night,is_round_amount,velocity_check,deviation_from_sender_avg,exceeds_recent_max,is_fraud
370.25,19,0,0,0,1105.45,1109.56,1628.2,0,2,5,0.37,0,0,0,0,0.33,0,0.0
980.04,20,2,2,0,1715.79,1729.45,4988.4,0,2,8,0.35,0,0,0,0,0.57,0,0.0
438.63,3,0,0,0,913.21,918.73,1244.82,0,3,7,0.16,0,1,0,0,0.48,0,0.0
203.66,17,0,2,1,221.88,224.29,466.05,0,4,1,0.16,0,0,0,0,0.91,0,1.0
383.69,16,0,1,0,456.22,428.6,1111.75,2,3,12,0.13,0,0,0,0,0.9,0,0.0
3476.14,17,0,0,0,3912.33,3632.95,10338.94,0,8,4,0.45,0,0,0,0,0.96,0,0.0
833.24,4,2,1,0,1886.74,1995.14,4503.31,1,5,1,0.17,0,1,0,0,0.42,0,0.0
262.59,5,2,0,0,414.51,377.26,1214.24,0,2,2,0.21,0,1,0,0,0.7,0,0.0
80.23,1,1,2,0,97.74,94.4,269.42,0,1,1,0.4,0,1,0,0,0.85,0,0.0
623.06,4,0,1,1,218.69,237.4,335.7,2,3,12,0.16,0,1,0,0,2.62,1,0.0
267.14,13,1,1,0,414.96,403.31,544.97,0,2,10,0.38,0,0,0,0,0.66,0,0.0
113.59,5,1,0,0,223.36,228.13,350.8,0,1,4,0.11,0,1,0,0,0.5,0,0.0
948.41,10,2,1,1,1077.79,1052.89,2152.16,0,6,4,0.48,0,0,0,0,0.9,0,0.0
359.41,22,2,2,0,408.49,414.67,802.14,0,2,8,0.45,0,0,0,0,0.87,0,0.0
1936.12,19,1,2,0,2210.5,2175.7,2761.69,2,1,7,0.25,0,0,0,0,0.89,0,0.0
14715.22,3,2,2,0,8665.88,9014.89,25386.57,0,4,2,0.28,0,1,0,0,1.63,0,0.0
178.1,22,1,0,0,65.65,61.91,96.9,2,1,5,0.5,0,0,0,0,2.88,1,0.0
59.99,18,2,0,0,89.85,94.76,215.32,0,4,0,0.29,0,0,0,0,0.63,0,0.0
747.04,2,1,0,0,633.34,578.74,1713.96,0,3,8,0.6,0,1,0,0,1.29,0,0.0
386.96,23,0,1,0,404.85,393.67,833.19,2,2,0,0.44,0,1,0,0,0.98,0,0.0
179.46,22,0,1,0,282.98,260.14,515.45,0,3,4,0.43,0,0,0,0,0.69,0,0.0
504.78,10,2,1,0,647.21,662.69,1740.67,0,1,0,0.12,0,0,0,0,0.76,0,0.0
1033.05,17,2,0,0,1528.07,1570.36,1868.21,0,0,3,0.13,0,0,0,0,0.66,0,0.0
286.8,20,2,0,1,593.25,599.73,1321.35,0,2,2,0.35,0,0,0,0,0.48,0,0.0
276.63,10,1,0,1,354.03,337.34,557.39,0,2,6,0.3,0,0,0,0,0.82,0,0.0
290.48,0,1,2,0,192.8,198.28,269.39,1,5,0,0.38,0,1,0,0,1.46,1,0.0
215.63,11,2,0,0,217.05,236.17,650.89,1,3,11,0.18,0,0,0,0,0.91,0,0.0
871.18,19,0,0,0,1676.49,1677.49,3821.86,0,4,0,0.38,0,0,0,0,0.52,0,0.0
68.07,4,2,0,0,59.78,57.75,134.23,0,3,12,0.35,0,1,0,0,1.18,0,0.0
439.46,7,0,1,0,576.44,624.25,1054.63,0,2,12,0.1,0,0,0,0,0.7,0,0.0
1887.98,23,0,2,0,4060.99,3908.34,6041.81,0,6,8,0.55,0,1,0,0,0.48,0,0.0
320.73,0,0,2,0,496.89,463.01,608.79,1,2,3,0.14,0,1,0,0,0.69,0,0.0
4542.95,20,2,2,0,4146.76,4110.91,11327.32,0,1,9,0.18,0,0,0,0,1.11,0,0.0
166.24,19,2,1,1,60.94,67.39,118.03,3,4,0,0.31,0,0,0,0,2.47,1,1.0
1215.39,20,1,0,0,3535.99,3268.71,9769.76,0,5,0,0.24,0,0,0,0,0.37,0,0.0
422.07,15,0,1,0,393.43,363.18,1034.47,1,4,2,0.06,0,0,0,1,1.16,0,0.0
390.11,19,2,1,0,221.81,205.97,508.8,0,0,12,0.27,0,0,0,0,1.89,0,0.0
126.87,4,2,1,0,136.42,125.22,250.76,0,2,6,0.16,0,1,0,0,1.01,0,0.0
208.02,22,1,1,1,129.73,123.26,229.65,1,1,11,0.17,0,0,0,0,1.69,0,1.0
307.25,11,2,0,0,482.07,495.13,741.14,2,5,5,0.2,0,0,0,0,0.62,0,0.0
826.71,18,0,0,0,786.94,762.47,1096.43,2,5,4,0.32,0,0,0,0,1.08,0,0.0
110.41,8,2,0,0,122.14,111.86,281.69,0,2,2,0.1,0,0,0,0,0.99,0,0.0
145.38,0,2,2,1,141.44,150.14,237.61,0,3,13,0.28,0,1,0,0,0.97,0,0.0
71.63,0,0,2,0,59.46,62.73,94.27,1,5,4,0.07,0,1,0,0,1.14,0,0.0
215.92,14,2,0,0,106.82,112.19,314.81,0,6,3,0.5,0,0,0,0,1.92,0,0.0
1718.49,16,2,1,0,1856.52,1720.96,3641.76,0,3,1,0.34,0,0,0,0,1.0,0,0.0
265.79,1,0,2,0,297.05,277.96,847.01,0,1,1,0.33,0,1,0,0,0.96,0,0.0
159.61,4,1,1,0,75.72,76.37,126.91,1,4,6,0.2,0,1,0,0,2.09,1,0.0
191.95,23,0,2,0,167.72,181.82,252.28,0,2,4,0.18,0,1,0,0,1.06,0,0.0
783.68,18,1,1,0,1988.29,2137.38,4652.96,0,1,8,0.64,0,0,0,0,0.37,0,0.0
675.43,7,0,0,0,76.01,80.49,221.18,0,2,1,0.36,0,0,0,0,8.39,1,1.0
336.78,9,0,0,0,519.43,472.8,1301.72,0,4,7,0.38,0,0,0,0,0.71,0,0.0
862.98,21,1,2,1,898.83,822.26,1749.79,1,4,16,0.3,0,0,0,0,1.05,0,0.0
109.48,7,0,0,0,98.07,100.1,280.05,1,4,4,0.21,0,0,0,0,1.09,0,0.0
159.56,21,2,0,0,242.77,245.4,537.85,1,2,0,0.14,0,0,0,0,0.65,0,0.0
81.94,8,2,2,1,47.44,50.65,101.03,0,3,2,0.35,0,0,0,0,1.62,0,0.0
487.71,13,0,2,0,690.0,719.12,1439.29,0,1,2,0.46,0,0,0,0,0.68,0,0.0
218.06,19,0,0,0,133.34,143.15,365.15,0,3,2,0.28,0,0,0,0,1.52,0,0.0
735.91,17,0,1,0,723.6,664.13,1081.64,0,3,1,0.31,0,0,0,0,1.11,0,1.0
198.43,8,0,0,0,497.12,452.49,997.25,3,3,2,0.36,0,0,0,0,0.44,0,0.0
302.22,7,2,0,0,145.56,153.75,403.62,0,2,3,0.46,0,0,0,0,1.97,0,0.0
533.01,7,0,2,0,280.01,255.77,610.55,3,2,4,0.08,0,0,0,0,2.08,0,0.0
290.73,15,1,1,1,542.13,495.95,1160.48,0,3,1,0.21,0,0,0,0,0.59,0,0.0
2693.35,3,1,0,0,2679.58,2751.26,5267.13,1,4,2,0.09,0,1,0,0,0.98,0,0.0
30.84,17,2,0,0,41.99,45.46,85.5,0,0,8,0.06,0,0,0,0,0.68,0,0.0
118.28,11,1,2,0,191.27,208.85,339.24,0,4,5,0.28,0,0,0,0,0.57,0,0.0
355.81,19,0,1,0,94.94,103.43,174.44,0,3,0,0.13,0,0,0,0,3.44,1,0.0
2201.88,13,0,0,1,4513.29,4251.55,5602.11,1,2,2,0.29,0,0,0,0,0.52,0,0.0
394.3,11,2,1,0,253.67,250.58,536.7,2,2,3,0.77,0,0,0,0,1.57,0,0.0
65.69,11,0,0,1,56.73,54.75,110.08,1,6,0,0.18,0,0,0,0,1.2,0,0.0
113.58,16,1,0,0,133.04,136.66,327.75,0,5,3,0.28,0,0,0,0,0.83,0,0.0
40.72,14,2,2,0,36.79,37.13,84.57,1,2,2,0.36,0,0,0,0,1.1,0,0.0
602.56,11,1,0,0,661.71,620.52,1748.96,0,4,9,0.28,0,0,0,1,0.97,0,1.0
62.04,22,0,2,0,94.94,94.74,209.85,0,2,2,0.2,0,0,0,0,0.65,0,0.0
309.62,22,0,1,0,1072.42,980.02,2647.19,0,7,0,0.2,0,0,0,0,0.32,0,0.0
97.67,11,0,0,0,114.21,112.31,174.13,0,2,2,0.29,0,0,0,0,0.87,0,0.0
2620.23,11,1,1,0,3841.33,3990.66,10286.09,0,4,0,0.14,0,0,0,0,0.66,0,0.0
176.01,2,0,0,0,229.38,253.05,635.38,0,3,11,0.27,0,1,0,0,0.7,0,0.0
136.97,2,1,1,0,99.24,101.18,279.51,0,2,10,0.23,0,1,0,0,1.35,0,0.0
301.32,10,0,2,0,107.32,119.21,235.23,0,1,4,0.06,0,0,0,0,2.53,1,0.0
38.82,7,0,1,1,41.9,40.85,64.86,1,6,1,0.15,1,0,0,0,0.95,0,0.0
480.02,6,2,1,0,915.31,870.17,2675.25,0,2,4,0.1,0,0,0,1,0.55,0,0.0
325.3,10,0,1,0,718.15,656.66,1232.79,1,4,1,0.46,0,0,0,0,0.5,0,0.0
728.18,4,2,2,0,1086.49,1109.36,2066.61,0,1,11,0.18,0,1,0,0,0.66,0,0.0
121.16,10,0,2,0,184.86,168.66,377.15,0,0,8,0.24,0,0,0,0,0.72,0,0.0
639.14,5,0,0,0,299.52,332.46,405.08,0,2,3,0.23,0,1,0,0,1.92,1,0.0
377.91,6,0,0,1,274.11,273.24,746.05,1,6,1,0.39,0,0,0,0,1.38,0,0.0
706.28,7,0,0,0,648.93,688.37,992.34,0,4,10,0.27,0,0,0,0,1.03,0,0.0
40.64,10,2,0,0,48.34,45.23,79.14,1,1,5,0.19,0,0,0,0,0.9,0,0.0
74.58,0,2,2,1,64.06,66.35,90.45,0,2,6,0.28,0,1,0,0,1.12,0,0.0
255.79,12,0,0,0,243.66,256.18,561.0,0,1,1,0.23,0,0,0,0,1.0,0,0.0
283.09,15,1,0,0,464.29,488.12,904.02,2,4,2,0.6,0,0,0,0,0.58,0,0.0
109.04,0,2,0,1,170.85,167.17,401.16,2,1,8,0.15,0,1,0,0,0.65,0,0.0
2472.24,22,2,2,0,1585.22,1550.74,2219.06,0,5,2,0.25,0,0,0,0,1.59,1,0.0
1479.63,22,1,0,0,1500.08,1475.64,2915.78,1,3,1,0.37,0,0,0,0,1.0,0,0.0
287.26,19,1,2,1,303.32,279.69,709.34,0,8,3,0.06,1,0,0,0,1.03,0,0.0
1699.13,18,2,2,1,1204.35,1283.49,2641.15,0,3,7,0.49,0,0,0,0,1.32,0,0.0
292.78,4,0,0,0,312.51,313.57,886.67,1,2,0,0.3,0,1,0,0,0.93,0,0.0
142.54,8,1,2,0,95.72,105.01,144.34,0,4,1,0.48,0,0,0,0,1.36,0,0.0
54.53,5,0,0,0,36.83,36.63,92.93,0,4,1,0.46,0,1,0,0,1.49,0,0.0
442.74,8,2,1,0,430.68,448.89,869.49,0,1,1,0.3,0,0,0,0,0.99,0,0.0
2934.02,20,1,0,0,7167.24,7452.08,13815.51,0,1,3,0.41,0,0,0,0,0.39,0,0.0
920.07,7,2,0,0,1906.45,1800.19,4666.85,2,3,1,0.26,0,0,0,0,0.51,0,0.0
909.78,12,1,2,0,703.7,764.96,1150.45,0,1,4,0.16,0,0,0,0,1.19,0,0.0
40.86,0,2,2,0,30.64,32.83,73.57,2,2,0,0.6,0,1,0,0,1.24,0,0.0
558.35,18,2,2,0,344.62,338.03,743.35,0,3,24,0.3,0,0,0,0,1.65,0,0.0
411.43,10,1,0,0,264.53,250.15,433.43,1,0,0,0.36,0,0,0,0,1.64,0,0.0
253.79,11,0,1,0,462.75,450.61,946.1,0,5,2,0.21,0,0,0,0,0.56,0,0.0
1286.08,0,0,1,0,2634.5,2477.72,5406.64,3,2,9,0.51,0,1,0,0,0.52,0,0.0
217.89,0,0,0,0,145.1,141.57,363.41,0,6,1,0.4,0,1,0,0,1.54,0,0.0
250.99,5,1,2,0,139.6,142.53,302.36,2,3,0,0.31,0,1,0,0,1.76,0,0.0
133.52,3,1,1,0,387.58,387.63,803.38,1,3,2,0.24,0,1,0,0,0.34,0,0.0
42.56,9,1,1,0,33.97,35.52,91.2,0,3,15,0.35,0,0,0,0,1.2,0,0.0
1049.87,3,2,1,0,986.51,912.79,2407.63,1,2,0,0.09,0,1,0,0,1.15,0,0.0
218.3,20,2,1,0,302.4,310.21,444.64,0,3,13,0.2,0,0,0,0,0.7,0,0.0
300.99,0,0,1,0,507.64,496.27,766.8,0,6,3,0.1,0,1,0,0,0.61,0,0.0
1574.3,0,2,2,1,2291.84,2354.87,5787.22,1,1,0,0.21,0,1,0,0,0.67,0,0.0
316.93,15,2,2,0,512.93,473.13,923.01,0,5,10,0.12,0,0,0,0,0.67,0,0.0
200.8,10,0,2,0,381.84,352.55,596.56,0,1,2,0.13,0,0,0,0,0.57,0,0.0
212.88,2,1,0,0,339.2,331.68,623.64,0,0,0,0.18,0,1,0,0,0.64,0,0.0
212.77,14,2,2,1,233.91,252.87,691.77,1,2,0,0.35,0,0,0,0,0.84,0,0.0
120.94,21,0,0,0,149.05,144.87,384.97,2,3,4,0.2,0,0,0,0,0.83,0,0.0
2482.79,17,2,1,0,1471.29,1618.91,3836.3,0,4,3,0.36,0,0,0,0,1.53,0,0.0
480.1,6,2,1,0,1415.63,1319.32,1993.65,0,4,4,0.4,0,0,0,0,0.36,0,0.0
335.94,12,1,0,0,357.51,386.9,480.86,1,0,0,0.34,0,0,0,0,0.87,0,0.0
2026.39,8,2,0,0,1410.42,1552.07,2424.87,1,2,0,0.52,1,0,0,0,1.31,0,1.0
499.32,2,0,2,0,142.05,132.74,290.72,0,1,3,0.27,0,1,0,0,3.76,1,0.0
208.35,0,1,1,1,139.93,143.77,282.69,0,3,2,0.28,0,1,0,0,1.45,0,0.0
35.74,22,2,1,0,58.08,61.3,78.08,1,3,3,0.3,0,0,0,1,0.58,0,0.0
248.39,18,2,1,1,152.75,141.99,412.45,1,2,5,0.75,0,0,0,0,1.75,0,0.0
400.76,20,2,1,1,267.37,291.65,552.33,0,2,0,0.17,0,0,0,0,1.37,0,0.0
439.53,0,2,2,1,232.21,235.68,504.17,2,1,3,0.09,0,1,0,0,1.86,0,0.0
265.84,16,2,2,0,593.22,590.8,1526.33,0,1,12,0.21,0,0,0,0,0.45,0,0.0
223.3,22,0,0,0,136.71,128.16,378.62,0,3,0,0.37,0,0,0,0,1.74,0,0.0
158.67,13,0,0,0,256.52,236.97,471.01,0,1,0,0.17,0,0,0,0,0.67,0,0.0
528.41,18,0,1,1,195.03,215.18,354.64,0,3,1,0.4,0,0,0,0,2.46,1,0.0
152.46,7,1,2,0,285.73,302.96,670.24,0,2,0,0.31,0,0,0,0,0.5,0,0.0
258.55,9,1,0,0,451.9,421.81,945.03,0,2,3,0.36,0,0,0,0,0.61,0,0.0
109.48,20,1,1,0,71.67,76.35,211.59,1,3,0,0.24,0,0,0,0,1.43,0,0.0
414.96,13,1,0,0,272.47,251.02,464.16,1,5,0,0.06,0,0,0,0,1.65,0,0.0
152.69,20,0,0,0,253.82,261.37,566.87,0,2,1,0.34,0,0,0,0,0.58,0,0.0
1388.98,23,2,2,0,1232.85,1327.62,2487.76,1,4,3,0.37,0,1,0,0,1.05,0,0.0
184.93,19,1,1,0,298.19,271.64,375.24,1,7,7,0.42,0,0,0,0,0.68,0,0.0
1036.2,19,2,0,0,1349.18,1426.01,1958.68,1,2,0,0.14,0,0,0,0,0.73,0,0.0
359.91,21,2,0,0,255.79,240.8,652.38,1,4,2,0.28,0,0,0,0,1.49,0,0.0
420.16,11,2,2,0,463.49,505.18,1295.98,0,6,3,0.27,0,0,0,0,0.83,0,0.0
145.5,13,1,2,0,181.47,175.81,289.14,2,6,23,0.1,0,0,0,0,0.83,0,0.0
76.86,16,1,0,0,172.12,169.96,210.38,1,1,11,0.12,0,0,0,1,0.45,0,0.0
161.65,23,1,1,0,187.66,199.06,386.42,0,9,10,0.32,0,1,0,0,0.81,0,0.0
842.39,13,1,0,1,442.11,421.54,867.13,2,3,16,0.11,0,0,0,0,2.0,0,0.0
226.04,6,2,2,1,438.93,477.86,666.86,1,3,6,0.2,0,0,0,0,0.47,0,1.0
4787.2,11,0,0,0,5816.34,6097.89,9217.26,0,2,7,0.44,1,0,0,0,0.79,0,0.0
7083.77,7,2,0,1,21909.55,20401.47,62852.34,0,4,4,0.05,0,0,0,1,0.35,0,0.0
2115.92,8,0,0,0,3675.36,3487.08,6212.09,1,2,2,0.54,0,0,0,0,0.61,0,0.0
158.55,23,0,0,0,234.39,222.54,529.21,0,2,4,0.38,0,1,0,0,0.71,0,0.0
1192.28,9,0,2,0,882.04,813.15,2435.19,0,3,0,0.43,0,0,0,0,1.47,0,0.0
1355.18,22,1,0,0,653.43,620.41,1378.67,0,1,4,0.04,0,0,0,0,2.18,0,0.0
446.98,0,2,2,0,1348.8,1481.09,1963.16,1,3,4,0.29,0,1,0,0,0.3,0,0.0
383.18,20,2,1,0,397.89,365.44,568.18,2,4,1,0.15,0,0,0,0,1.05,0,0.0
106.28,15,2,2,0,97.66,98.53,196.5,0,5,6,0.09,0,0,0,0,1.08,0,0.0
1358.45,8,1,1,0,2086.89,1966.65,3793.88,1,5,1,0.34,0,0,0,0,0.69,0,0.0
192.78,1,2,2,0,151.0,161.37,264.67,1,2,3,0.54,0,1,0,0,1.19,0,0.0
101.04,22,1,0,0,72.77,79.87,195.08,0,2,1,0.34,0,0,0,0,1.27,0,0.0
633.99,14,1,1,0,772.63,770.33,957.07,1,2,0,0.27,0,0,0,0,0.82,0,0.0
444.66,20,1,1,0,221.21,233.83,461.24,0,5,4,0.2,0,0,0,0,1.9,0,0.0
18.97,15,2,0,0,20.82,21.72,41.49,0,5,0,0.38,0,0,0,0,0.87,0,0.0
296.0,8,0,0,1,315.42,337.28,444.0,0,2,5,0.53,0,0,0,0,0.88,0,0.0
54.72,19,1,0,0,43.62,44.8,95.15,1,2,14,0.23,0,0,0,0,1.22,0,0.0
219.83,6,1,2,0,119.16,130.65,330.89,1,0,3,0.44,0,0,0,0,1.68,0,0.0
605.19,4,1,2,0,683.65,669.0,1058.08,1,3,3,0.22,0,1,0,0,0.9,0,0.0
239.0,8,1,1,0,170.4,161.69,449.46,0,1,1,0.16,0,0,0,0,1.48,0,0.0
744.58,0,0,2,0,455.08,460.94,1254.37,0,7,0,0.32,0,1,0,0,1.62,0,0.0
440.83,7,0,2,1,436.13,404.16,1036.11,0,4,0,0.23,0,0,0,0,1.09,0,0.0
14412.13,5,1,1,0,22839.44,23591.94,51641.7,0,2,1,0.31,0,1,0,0,0.61,0,0.0
808.12,22,2,1,0,1113.2,1130.19,1645.18,1,3,14,0.6,0,0,0,0,0.72,0,0.0
1683.74,8,0,0,0,2611.92,2860.89,4050.49,1,4,10,0.27,0,0,0,0,0.59,0,0.0
114.26,22,0,0,0,138.94,153.27,320.63,2,6,0,0.07,0,0,0,0,0.75,0,0.0
1512.91,20,0,1,0,1566.78,1451.46,3919.84,1,4,10,0.22,0,0,0,0,1.04,0,0.0
589.4,1,1,2,1,489.61,512.4,1159.36,1,2,2,0.32,0,1,0,0,1.15,0,0.0
2046.08,11,2,2,0,3320.77,3278.79,5970.33,0,3,5,0.41,0,0,0,0,0.62,0,0.0
2044.94,20,2,2,0,1140.99,1229.3,2477.21,0,5,1,0.16,0,0,0,0,1.66,0,1.0
60.42,17,2,1,0,40.7,39.64,116.4,1,0,11,0.47,0,0,0,0,1.52,0,0.0
83.6,4,1,1,0,120.8,133.04,311.25,0,3,4,0.1,0,1,0,0,0.63,0,0.0
577.69,17,0,2,1,254.89,263.44,653.61,0,2,1,0.46,0,0,0,0,2.19,0,0.0
245.37,18,2,1,0,241.95,241.1,381.8,0,5,5,0.18,0,0,0,0,1.02,0,0.0
275.53,4,1,2,0,383.73,362.95,1111.7,1,1,3,0.25,0,1,0,0,0.76,0,0.0
83.58,3,0,2,0,81.2,76.52,166.17,0,2,0,0.15,0,1,0,0,1.09,0,0.0
973.9,22,0,0,0,840.0,903.61,2194.91,0,3,0,0.33,0,0,0,0,1.08,0,0.0
417.6,23,0,0,0,431.22,401.74,904.71,1,5,6,0.11,0,1,0,0,1.04,0,0.0
76.87,10,1,2,1,33.5,35.57,96.02,0,4,1,0.05,0,0,0,0,2.16,0,0.0
1796.25,7,2,0,0,3924.27,3772.37,7846.62,0,1,6,0.14,0,0,0,1,0.48,0,0.0
14561.02,4,2,2,0,21954.74,21280.0,48693.29,0,2,16,0.41,0,1,0,0,0.68,0,1.0
630.1,21,1,0,0,217.28,214.08,462.23,0,2,7,0.17,0,0,0,0,2.94,1,0.0
26.1,10,0,2,0,26.31,25.23,48.82,1,4,2,0.46,0,0,0,0,1.03,0,0.0
747.78,5,0,1,0,701.77,676.25,991.71,0,3,12,0.07,0,1,0,0,1.11,0,0.0
578.84,22,0,1,0,712.4,686.61,1875.64,0,4,10,0.15,0,0,0,0,0.84,0,1.0
509.91,6,2,1,0,491.98,508.88,869.25,2,3,6,0.55,0,0,0,0,1.0,0,0.0
1676.09,17,1,0,0,6494.53,6899.25,17705.26,0,5,5,0.4,0,0,0,0,0.24,0,0.0
210.28,5,0,2,0,396.88,415.55,1139.44,0,5,0,0.29,0,1,0,0,0.51,0,0.0
215.96,20,1,2,0,362.35,348.88,831.29,0,2,19,0.77,1,0,0,0,0.62,0,0.0
405.07,18,0,2,0,192.57,185.95,345.84,0,2,11,0.47,0,0,0,0,2.18,1,0.0
947.34,16,1,2,0,678.75,636.5,1285.8,0,7,4,0.3,1,0,0,0,1.49,0,0.0
362.84,1,0,1,0,290.17,264.29,411.08,0,2,3,0.04,0,1,0,0,1.37,0,0.0
1692.94,3,1,2,0,5142.79,5241.25,6550.34,0,2,5,0.37,0,1,0,0,0.32,0,0.0
563.56,3,2,2,0,555.44,577.61,1222.21,0,2,4,0.43,0,1,0,0,0.98,0,0.0
3396.66,5,2,0,1,1328.65,1308.37,3652.96,1,4,0,0.27,0,1,0,0,2.6,0,0.0
272.04,20,0,1,0,282.62,294.14,714.5,1,2,5,0.5,0,0,0,0,0.92,0,0.0
308.09,15,2,2,1,255.39,282.8,598.6,0,2,5,0.47,0,0,0,0,1.09,0,0.0
474.34,17,2,0,0,983.5,912.89,1405.71,0,4,1,0.19,0,0,0,0,0.52,0,0.0
275.11,22,0,0,0,223.72,247.4,379.12,0,3,0,0.3,0,0,0,0,1.11,0,0.0
558.59,8,1,1,1,391.23,412.21,953.13,0,2,16,0.42,0,0,0,0,1.36,0,0.0
666.81,13,0,0,0,717.81,703.57,2104.57,2,2,0,0.23,0,0,0,0,0.95,0,0.0
882.29,22,1,1,0,1093.37,1053.86,3025.91,0,2,1,0.3,0,0,0,0,0.84,0,0.0
311.46,23,1,1,1,836.15,784.86,1389.0,0,3,7,0.17,0,1,0,0,0.4,0,0.0
41.28,10,0,1,1,144.45,155.39,420.24,1,1,1,0.54,0,0,0,0,0.27,0,0.0
141.83,3,0,0,0,123.69,119.45,240.55,0,2,16,0.39,0,1,0,0,1.19,0,0.0
464.82,5,2,1,0,493.83,496.7,1168.47,1,6,0,0.23,0,1,0,0,0.94,0,0.0
177.92,2,1,0,1,321.26,302.99,727.2,0,4,6,0.21,0,1,0,0,0.59,0,0.0
297.88,17,0,0,0,82.91,87.97,233.14,0,2,0,0.16,0,0,0,0,3.39,1,0.0
127.6,15,1,1,0,169.02,159.2,435.75,2,4,2,0.42,0,0,0,0,0.8,0,0.0
2860.34,10,0,2,1,5520.61,5660.08,14649.74,1,2,6,0.16,0,0,0,0,0.51,0,0.0
2314.59,3,1,1,0,3004.02,2797.88,6382.18,0,2,4,0.26,0,1,0,0,0.83,0,0.0
308.02,8,0,2,0,325.0,302.68,859.04,0,5,14,0.64,0,0,0,0,1.02,0,0.0
155.16,10,0,2,0,334.62,350.62,964.89,0,2,12,0.08,0,0,0,0,0.44,0,0.0
828.4,23,2,0,0,1022.88,1038.59,1279.62,0,2,1,0.41,0,1,0,0,0.8,0,0.0
646.1,7,0,0,0,1044.63,1089.42,1918.81,1,2,4,0.12,0,0,0,0,0.59,0,0.0
173.63,3,0,1,1,297.5,305.06,564.56,1,4,12,0.24,1,1,0,0,0.57,0,0.0
153.74,21,2,1,0,306.15,312.44,522.86,0,4,3,0.34,0,0,0,0,0.49,0,0.0
645.1,12,2,1,0,828.06,801.01,1411.35,0,4,6,0.34,0,0,0,0,0.81,0,0.0
699.96,18,0,0,1,1009.0,1106.73,2112.79,1,1,2,0.26,0,0,0,0,0.63,0,0.0
709.86,8,0,0,1,1100.62,1153.08,1593.78,1,1,1,0.01,0,0,0,0,0.62,0,0.0
547.01,9,1,1,1,790.06,828.19,2350.82,0,3,1,0.18,0,0,0,0,0.66,0,0.0
232.88,5,1,2,0,310.82,329.55,890.33,0,8,0,0.23,0,1,0,0,0.71,0,0.0
92.53,20,0,2,0,82.78,82.77,103.91,0,5,1,0.27,0,0,0,0,1.12,0,0.0
4973.62,7,0,2,0,5364.61,5471.72,14958.88,0,3,0,0.07,0,0,0,0,0.91,0,0.0
5609.07,22,1,0,0,2463.65,2511.09,3572.72,1,4,6,0.3,0,0,0,0,2.23,1,0.0
846.53,23,1,1,0,1254.92,1161.13,3342.43,1,2,5,0.37,0,1,0,0,0.73,0,0.0
196.51,10,0,0,0,207.17,218.2,333.52,1,2,11,0.1,0,0,0,0,0.9,0,0.0
310.2,20,0,0,0,268.64,265.12,599.39,1,2,3,0.28,0,0,0,0,1.17,0,0.0
253.41,1,0,2,1,349.19,320.01,578.35,1,5,1,0.17,0,1,0,0,0.79,0,0.0
149.29,17,2,1,0,139.88,131.16,370.46,1,2,1,0.26,0,0,0,0,1.14,0,0.0
146.97,10,1,1,0,373.01,349.55,552.14,1,4,1,0.56,0,0,0,0,0.42,0,0.0
444.85,21,1,2,0,869.93,851.28,1685.66,0,2,1,0.12,0,0,0,0,0.52,0,0.0
741.26,9,0,1,0,749.29,743.74,1479.4,1,2,8,0.37,0,0,0,0,1.0,0,0.0
592.58,20,0,2,0,705.94,759.46,1760.14,1,2,11,0.18,0,0,0,0,0.78,0,0.0
1631.69,7,1,0,0,599.62,593.12,1698.36,1,2,3,0.19,0,0,0,0,2.75,0,0.0
160.83,15,1,0,0,65.82,68.33,193.35,1,1,0,0.02,0,0,0,0,2.35,0,0.0
27.21,4,0,2,0,19.13,17.47,36.46,2,3,20,0.52,0,1,0,0,1.56,0,0.0
1072.42,2,2,0,0,2138.25,2212.44,3375.62,0,3,5,0.48,0,1,0,0,0.48,0,0.0
729.85,5,2,1,1,500.59,550.27,921.32,1,2,1,0.11,0,1,0,0,1.33,0,0.0
316.64,0,0,0,0,796.52,794.08,1229.85,0,2,5,0.51,0,1,0,0,0.4,0,0.0
1438.25,20,0,0,0,2058.26,2107.57,4118.32,0,2,2,0.09,0,0,0,0,0.68,0,0.0
537.16,14,2,0,1,290.98,280.93,808.54,0,3,7,0.38,0,0,0,0,1.91,0,0.0
2443.07,14,1,2,0,1433.97,1559.16,2828.37,0,3,6,0.49,0,0,0,0,1.57,0,0.0
114.97,8,0,0,0,277.61,267.27,615.02,0,1,0,0.3,0,0,0,0,0.43,0,0.0
406.77,21,1,2,0,977.98,1059.81,1606.7,0,4,4,0.38,0,0,0,0,0.38,0,0.0
1544.2,15,0,0,0,1656.98,1722.45,3088.63,0,2,0,0.09,0,0,0,0,0.9,0,0.0
127.92,0,0,1,0,73.27,70.61,145.47,1,4,3,0.28,0,1,0,0,1.81,0,0.0
907.1,6,0,0,0,241.73,232.29,669.12,1,0,2,0.13,0,0,0,0,3.91,1,0.0
285.32,17,1,1,0,208.85,217.23,536.04,0,2,1,0.53,0,0,0,0,1.31,0,0.0
354.17,16,0,1,1,162.74,155.46,327.7,0,4,0,0.25,0,0,0,0,2.28,1,0.0
